ln_seq_number,Ln,credit_score,first_time_homebuyer_flag,mi_percent,unit_cnt,occupancy_status,orig_cltv,orig_debt_to_inc,orig_ltv,orig_int_rate,property_st,property_type,ln_purpose,curr_ln_delq_stas
F112Q2012346,1441,785,N,0,1,P,80,47,80,4,NJ,SF,P,0
F112Q2010078,1442,781,N,0,1,I,67,37,67,4,CA,PU,N,0
F112Q2008218,1443,669,N,0,1,P,50,15,50,4,VA,SF,C,0
F112Q2009660,1444,769,N,0,1,P,80,40,80,4,CA,SF,P,0
F112Q2011749,1445,806,N,0,1,P,50,16,50,4,TN,PU,N,0
F112Q2010193,1446,749,N,0,1,P,60,47,60,4,CA,SF,P,0
F112Q2011591,1447,785,N,25,1,P,90,43,90,4,KS,SF,P,0
F112Q2008984,1448,790,N,0,1,P,61,32,61,4,CA,SF,N,0
F112Q2012355,1449,725,N,0,1,P,78,43,78,4,UT,PU,N,0
F112Q2010438,1450,702,N,0,1,I,75,34,75,4,NC,SF,P,0
F112Q2008562,1451,761,N,0,1,I,80,22,80,5,TX,SF,P,0
F112Q2010989,1452,803,Y,0,1,P,80,14,80,4,FL,PU,P,0
F112Q2008774,1453,773,Y,0,1,P,80,26,80,4,KY,SF,P,0
F112Q2010319,1454,714,N,30,1,P,95,35,95,4,NJ,SF,P,0
F112Q2010684,1455,774,N,0,1,P,43,47,43,4,VT,SF,N,0
F112Q2010185,1456,671,N,0,1,P,77,32,77,4,MI,SF,N,0
F112Q2009307,1457,710,N,0,1,P,77,45,77,4,NY,SF,N,0
F112Q2008527,1458,711,N,12,1,P,85,32,85,4,CT,SF,P,0
F112Q2008985,1459,766,N,0,1,P,80,39,80,4,IA,SF,N,0
F112Q2012181,1460,636,N,0,1,P,80,43,80,4,MI,SF,P,0
F112Q2011134,1461,719,N,0,1,P,89,42,80,4,WV,SF,N,0
F112Q2011570,1462,733,N,0,1,P,80,32,80,4,NY,SF,N,0
F112Q2008429,1463,731,Y,30,1,P,95,37,95,4,IA,SF,P,0
F112Q2011224,1464,748,N,0,1,P,59,43,59,4,RI,SF,P,0
F112Q2011758,1465,721,N,0,1,P,80,44,80,4,UT,SF,N,0
F112Q2010316,1466,792,N,0,1,P,80,38,80,4,SC,PU,C,0
F112Q2012942,1467,780,N,0,1,P,74,30,74,4,OH,SF,N,0
F112Q2009400,1468,809,N,0,1,P,47,37,47,4,HI,SF,P,0
F112Q2011589,1469,780,N,0,1,P,59,38,59,4,VA,PU,N,0
F112Q2010496,1470,795,N,0,1,P,80,49,80,4,OR,SF,C,0
F112Q2012482,1471,692,N,0,1,P,80,26,80,4,TX,SF,P,0
F112Q2012307,1472,725,N,0,1,P,69,37,69,4,MA,SF,N,0
F112Q2011007,1473,712,Y,0,1,P,53,28,53,4,OH,SF,P,0
F112Q2010188,1474,808,N,30,1,P,95,39,95,5,GA,PU,P,0
F112Q2009836,1475,797,Y,0,1,P,70,14,70,4,MN,SF,P,0
F112Q2008436,1476,815,N,0,1,P,80,50,62,4,CA,SF,N,0
F112Q2008514,1477,746,N,0,1,P,79,44,79,4,ME,SF,C,0
F112Q2012776,1478,802,N,0,1,P,60,30,60,4,CA,PU,C,0
F112Q2011707,1479,798,N,0,1,P,78,15,78,4,OH,SF,N,0
F112Q2012630,1480,736,N,0,1,P,90,25,70,4,WA,SF,N,0
F112Q2011980,1481,791,N,0,1,P,73,6,73,4,IL,SF,N,0
F112Q2011861,1482,807,N,0,1,P,78,36,78,4,MA,SF,P,0
F112Q2010602,1483,765,N,0,1,P,73,31,73,4,MD,SF,N,0
F112Q2009176,1484,804,N,0,1,P,80,23,80,4,OH,CO,P,0
F112Q2010023,1485,804,N,0,1,P,67,24,67,5,ME,SF,C,0
F112Q2012927,1486,823,N,0,1,P,42,36,42,4,CA,SF,C,0
F112Q2012924,1487,718,N,0,1,S,65,29,65,4,UT,SF,P,0
F112Q2009283,1488,777,N,0,1,S,80,41,80,4,FL,PU,P,0
F112Q2008817,1489,805,N,0,1,P,80,34,80,4,NC,PU,P,0
F112Q2012976,1490,807,N,0,1,P,56,36,56,4,CA,CO,N,0
F112Q2012517,1491,781,N,30,1,P,95,25,95,4,WI,SF,P,0
F112Q2010329,1492,779,N,0,1,I,75,49,75,5,FL,SF,P,0
F112Q2012153,1493,797,N,0,1,S,80,44,80,4,MN,PU,P,0
F112Q2012209,1494,780,N,0,1,P,75,33,75,4,CA,SF,C,0
F112Q2011548,1495,800,N,0,1,P,80,41,80,4,TX,PU,P,0
F112Q2010137,1496,791,Y,0,1,P,80,26,80,4,ID,SF,P,0
F112Q2011496,1497,786,Y,0,1,P,80,17,80,4,IN,PU,P,0
F112Q2008740,1498,790,N,0,1,P,77,21,77,4,CT,SF,N,0
F112Q2008308,1499,804,N,0,1,P,76,32,76,4,ME,SF,N,0
F112Q2008872,1500,783,N,0,1,P,75,18,75,4,TX,PU,N,0
F112Q2011140,1501,767,N,0,1,P,86,33,79,4,KY,SF,N,0
F112Q2012486,1502,757,N,0,1,P,79,15,79,4,MI,SF,C,0
F112Q2010598,1503,792,N,0,1,S,75,15,75,4,CO,SF,N,0
F112Q2009108,1504,775,N,0,1,P,77,35,77,4,MA,SF,N,0
F112Q2010898,1505,705,N,0,1,P,91,43,29,4,OH,SF,N,0
F112Q2009560,1506,756,Y,0,1,P,80,45,80,4,OH,SF,P,0
F112Q2008754,1507,729,N,0,1,P,95,36,75,4,KY,SF,N,0
F112Q2011080,1508,778,N,0,1,P,78,28,78,4,OH,SF,N,0
F112Q2009070,1509,766,Y,30,1,P,95,40,95,4,SC,PU,P,0
F112Q2010339,1510,791,N,0,1,P,79,46,79,4,OR,SF,N,0
F112Q2012058,1511,755,N,30,1,P,95,41,95,4,MI,SF,P,0
F112Q2012575,1512,810,N,0,1,P,69,26,69,4,MN,SF,C,0
F112Q2008727,1513,747,N,0,1,P,80,43,80,4,MA,SF,P,0
F112Q2008187,1514,742,N,0,1,P,75,42,75,4,GA,PU,C,0
F112Q2009595,1515,804,N,0,1,P,73,34,73,4,VA,SF,N,0
F112Q2008350,1516,782,N,0,1,P,63,32,63,4,OR,SF,N,0
F112Q2011064,1517,784,N,0,1,P,54,25,50,4,MA,SF,C,0
F112Q2010372,1518,726,N,0,1,P,80,34,80,4,MO,SF,C,0
F112Q2008495,1519,813,N,0,1,P,46,32,46,4,CT,PU,N,0
F112Q2008254,1520,804,N,0,1,P,80,21,80,4,FL,PU,P,0
F112Q2011827,1521,730,N,0,1,P,67,50,67,4,IL,SF,N,0
F112Q2008390,1522,797,N,0,1,P,80,34,80,4,OR,PU,P,0
F112Q2010536,1523,782,N,0,1,P,80,23,80,4,NY,PU,P,0
F112Q2011555,1524,800,N,0,1,I,44,30,44,4,CA,CO,N,0
F112Q2011042,1525,813,N,0,1,P,60,41,60,4,IL,SF,N,0
F112Q2011031,1526,751,N,0,1,P,80,31,80,4,MI,SF,P,0
F112Q2009295,1527,735,N,0,1,P,74,44,74,4,MN,SF,C,0
F112Q2011766,1528,816,N,0,1,P,80,35,80,4,MO,SF,C,0
F112Q2009702,1529,762,N,0,1,P,55,32,55,4,NY,SF,C,0
F112Q2011883,1530,804,N,0,1,P,80,16,80,4,WI,SF,C,0
F112Q2009590,1531,794,N,0,1,P,79,36,79,4,CA,PU,P,0
F112Q2010653,1532,718,N,0,1,P,78,45,78,5,NY,SF,N,0
F112Q2010840,1533,755,Y,25,1,P,90,44,90,4,CA,SF,P,0
F112Q2010295,1534,807,N,0,1,S,80,48,80,4,NC,SF,P,0
F112Q2010131,1535,799,N,0,1,P,80,21,80,4,TX,PU,P,0
F112Q2010605,1536,801,N,0,1,P,70,36,70,4,IN,PU,N,0
F112Q2011371,1537,734,Y,0,2,P,70,37,70,4,NY,SF,P,0
F112Q2012727,1538,808,Y,0,1,P,80,45,80,4,MA,SF,P,0
F112Q2011702,1539,790,N,0,1,P,71,45,71,4,WI,SF,C,0
F112Q2008856,1540,687,N,0,1,P,70,41,70,4,HI,CO,C,0
F112Q2012291,1541,767,N,0,1,P,41,26,41,4,CA,SF,N,0
F112Q2009511,1542,785,N,0,1,P,66,25,66,4,NC,SF,P,0
F112Q2009546,1543,787,N,25,1,P,90,46,90,4,CO,PU,P,0
F112Q2012384,1544,804,Y,0,1,P,80,32,80,4,HI,CO,P,0
F112Q2010478,1545,722,N,0,1,P,60,26,60,4,CA,SF,C,0
F112Q2010425,1546,693,Y,25,1,P,90,39,90,5,IL,CO,P,0
F112Q2011442,1547,679,N,0,1,P,43,48,43,4,MI,SF,N,0
F112Q2011272,1548,749,N,30,1,P,95,36,95,4,IL,SF,P,0
F112Q2011614,1549,786,N,30,1,P,95,32,95,4,IN,SF,N,0
F112Q2010169,1550,792,N,0,1,P,52,25,52,4,CA,SF,N,0
F112Q2011103,1551,774,N,0,1,P,86,30,77,4,MI,SF,N,0
F112Q2009038,1552,718,N,25,1,P,90,44,90,5,VA,PU,N,0
F112Q2012234,1553,794,N,0,1,P,80,13,80,5,MI,CO,P,0
F112Q2010263,1554,784,N,25,1,P,89,36,89,4,NE,SF,P,0
F112Q2008780,1555,771,N,0,1,P,67,34,67,4,CA,PU,N,0
F112Q2012405,1556,808,N,0,1,I,75,43,75,4,CA,SF,N,0
F112Q2010440,1557,792,N,30,1,P,93,40,93,4,MA,SF,P,0
F112Q2011916,1558,741,N,0,1,P,71,31,71,4,NJ,SF,C,0
F112Q2008083,1559,770,N,25,1,P,90,39,90,4,KS,PU,P,0
F112Q2011004,1560,772,N,0,1,P,70,25,70,4,MI,SF,N,0
F112Q2009022,1561,795,N,0,1,P,69,47,69,4,NJ,SF,C,0
F112Q2008670,1562,780,N,0,1,P,65,16,65,4,CA,SF,N,0
F112Q2012793,1563,746,N,25,1,P,89,45,89,4,MA,SF,N,0
F112Q2010698,1564,812,N,0,1,P,78,13,78,4,IN,SF,C,0
F112Q2009203,1565,787,N,0,1,I,80,31,80,5,GA,SF,P,0
F112Q2011846,1566,783,N,0,1,S,80,35,80,4,WI,SF,N,0
F112Q2010026,1567,736,N,0,1,P,80,45,80,4,IL,SF,C,0
F112Q2009139,1568,743,N,0,1,P,87,18,64,4,IN,SF,N,0
F112Q2008290,1569,767,Y,0,1,P,65,29,65,4,CO,PU,P,0
F112Q2011358,1570,746,N,25,1,P,89,46,89,4,IL,SF,N,1
F112Q2012915,1571,814,N,0,1,P,73,36,73,4,IL,CO,N,0
F112Q2010486,1572,667,N,0,1,P,25,15,25,4,MI,SF,C,0
F112Q2011251,1573,732,N,0,1,P,80,32,80,4,PA,SF,N,0
F112Q2008185,1574,790,Y,0,1,P,80,49,80,4,IL,SF,P,0
F112Q2010943,1575,746,Y,25,1,P,88,44,88,4,NC,PU,P,0
F112Q2011350,1576,806,N,25,1,P,87,23,87,4,IN,PU,N,0
F112Q2009524,1577,793,N,0,1,P,59,18,59,4,VT,PU,N,0
F112Q2011310,1578,754,Y,30,1,P,95,26,95,4,IN,SF,P,0
F112Q2008229,1579,800,N,0,1,P,79,46,79,4,CT,SF,P,0
F112Q2012365,1580,808,Y,0,1,P,80,18,80,4,IN,SF,P,0
F112Q2011165,1581,770,N,0,1,P,72,40,72,4,CO,SF,N,0
F112Q2008328,1582,791,N,0,1,P,67,23,67,4,MO,PU,N,0
F112Q2010759,1583,807,N,0,1,P,78,47,78,4,OH,SF,N,0
F112Q2010802,1584,740,N,0,1,P,80,36,80,4,KY,SF,N,0
F112Q2010544,1585,772,N,0,1,P,90,41,80,4,CO,PU,P,0
F112Q2012970,1586,819,N,0,1,P,54,31,54,4,CA,SF,N,0
F112Q2009865,1587,806,N,0,1,P,60,32,60,4,VA,PU,N,0
F112Q2008631,1588,765,N,0,1,I,67,45,67,4,OR,SF,C,0
F112Q2011643,1589,791,N,0,1,P,80,26,80,4,IN,SF,N,0
F112Q2009605,1590,755,N,0,1,P,43,33,43,4,NC,PU,C,0
F112Q2010603,1591,814,N,0,1,P,21,19,21,4,NV,PU,N,0
F112Q2011199,1592,796,N,0,1,P,77,23,77,4,MI,SF,N,0
F112Q2012857,1593,737,N,0,1,P,67,27,67,4,OH,SF,C,0
F112Q2011191,1594,741,Y,30,1,P,95,34,95,4,NJ,SF,P,0
F112Q2012297,1595,797,N,0,1,P,80,43,80,4,OR,SF,N,0
F112Q2008379,1596,777,N,0,1,P,78,36,78,4,VA,SF,P,0
F112Q2009846,1597,791,N,30,1,P,91,32,91,5,AZ,PU,N,0
F112Q2010027,1598,694,N,12,1,P,84,34,84,4,MI,SF,N,0
F112Q2008415,1599,663,N,0,2,P,59,44,59,4,FL,SF,C,0
F112Q2008967,1600,732,N,0,1,P,80,43,80,4,VA,PU,N,0
F112Q2012283,1601,754,N,0,1,P,80,44,80,4,LA,SF,P,0
F112Q2009576,1602,802,N,0,1,P,69,32,69,4,VA,PU,P,0
F112Q2010837,1603,709,Y,30,1,P,95,40,95,5,CO,CO,P,0
F112Q2012206,1604,753,N,0,1,P,72,42,72,4,VA,SF,N,0
F112Q2009701,1605,796,N,0,1,P,72,23,72,4,HI,PU,C,0
F112Q2008329,1606,736,N,25,1,P,90,45,90,4,MN,PU,P,0
F112Q2010871,1607,749,N,0,1,P,80,35,80,4,CA,SF,N,0
F112Q2011252,1608,787,Y,25,1,P,90,32,90,4,NJ,SF,P,0
F112Q2008287,1609,720,N,0,1,P,80,35,80,4,OK,PU,P,0
F112Q2009931,1610,797,N,25,1,P,90,14,90,4,CO,PU,P,0
F112Q2012861,1611,749,Y,30,1,P,95,38,95,4,PA,SF,P,0
F112Q2010984,1612,738,Y,30,1,P,95,17,95,4,IN,SF,P,0
F112Q2010127,1613,794,N,0,1,P,80,25,80,4,TX,PU,P,0
F112Q2009009,1614,799,N,30,1,P,95,41,95,4,PA,SF,P,0
F112Q2008633,1615,813,N,0,1,P,55,17,41,4,MD,SF,C,0
F112Q2012242,1616,774,N,0,1,P,81,18,72,4,OH,SF,N,0
F112Q2012461,1617,761,Y,30,1,P,95,41,95,5,IL,PU,P,0
F112Q2008908,1618,690,N,0,1,P,75,35,75,4,WI,SF,C,0
F112Q2011145,1619,705,N,25,1,P,90,17,90,4,IN,PU,P,0
F112Q2008055,1620,777,N,30,1,P,95,35,95,4,OH,SF,P,0
F112Q2008648,1621,805,N,0,1,P,65,28,65,4,IL,SF,N,0
F112Q2010768,1622,737,N,0,1,P,80,46,80,4,CT,SF,P,0
F112Q2011739,1623,707,N,30,1,P,95,36,95,5,CA,CO,P,0
F112Q2009695,1624,726,N,0,1,P,74,50,74,5,CA,SF,C,0
F112Q2008503,1625,778,N,0,1,S,75,46,75,4,WA,SF,C,0
F112Q2012523,1626,738,N,0,1,P,80,42,80,4,KS,PU,C,0
F112Q2012110,1627,785,N,0,1,P,63,30,63,4,CA,SF,N,0
F112Q2009685,1628,807,N,0,1,P,66,29,66,4,OR,SF,N,0
F112Q2011656,1629,645,N,0,1,P,66,30,66,5,WI,SF,N,0
F112Q2012433,1630,706,N,25,1,P,89,27,89,4,NY,SF,N,0
F112Q2011168,1631,725,N,0,1,P,89,27,79,5,IL,CO,N,0
F112Q2012750,1632,770,N,0,1,P,71,43,71,4,FL,SF,P,0
F112Q2012707,1633,802,N,0,1,P,51,20,51,4,CA,SF,C,0
F112Q2009249,1634,807,N,0,1,P,55,42,55,4,CA,SF,C,0
F112Q2009035,1635,743,N,30,1,P,95,44,95,4,MO,SF,P,0
F112Q2008639,1636,661,N,0,1,P,70,36,70,4,IN,SF,N,0
F112Q2011287,1637,794,N,0,1,P,41,30,41,4,NJ,SF,N,0
F112Q2011220,1638,762,N,0,1,I,70,18,70,5,KY,SF,P,0
F112Q2011197,1639,730,N,30,1,P,95,43,95,4,IL,SF,P,0
F112Q2008752,1640,783,N,0,1,P,17,29,17,4,CA,SF,C,0
F112Q2009979,1641,778,N,0,1,P,69,40,69,4,MO,PU,N,0
F112Q2011733,1642,721,N,30,1,P,94,21,94,4,OH,SF,N,0
F112Q2008935,1643,757,N,0,1,P,53,46,53,4,HI,PU,P,0
F112Q2012639,1644,708,N,30,1,P,95,44,95,5,WI,SF,P,0
F112Q2009690,1645,783,N,0,1,P,80,46,80,4,CO,CO,P,0
F112Q2012020,1646,810,N,0,1,P,50,29,50,4,MO,SF,N,0
F112Q2012659,1647,774,N,0,1,P,68,21,68,4,VA,PU,C,0
F112Q2011454,1648,796,N,0,1,P,52,32,50,4,OH,SF,N,0
F112Q2009974,1649,813,N,12,1,P,85,44,85,4,FL,PU,P,0
F112Q2010256,1650,810,N,30,1,P,91,36,91,4,MA,SF,N,0
F112Q2010633,1651,742,N,30,1,P,95,22,95,4,CO,SF,P,0
F112Q2008781,1652,757,N,0,1,P,79,32,79,4,MD,PU,N,0
F112Q2011184,1653,777,N,0,1,P,67,28,52,4,IL,SF,N,0
F112Q2009775,1654,754,Y,30,1,P,95,35,95,4,MN,SF,P,0
F112Q2011424,1655,811,N,0,1,P,68,28,68,4,TN,SF,P,0
F112Q2011493,1656,763,Y,0,1,P,80,36,80,4,OH,PU,P,0
F112Q2011869,1657,817,N,0,1,P,61,27,61,4,VA,SF,P,0
F112Q2012197,1658,799,N,0,1,P,52,36,52,4,CA,SF,C,0
F112Q2011445,1659,761,N,0,1,I,50,33,50,5,IL,SF,P,0
F112Q2008902,1660,786,N,25,1,P,90,42,90,4,IA,SF,P,0
F112Q2010799,1661,777,N,30,1,P,94,39,94,4,PA,SF,N,0
F112Q2008374,1662,777,N,0,1,P,80,47,80,4,MN,SF,P,0
F112Q2009625,1663,769,N,0,1,P,66,28,66,4,VA,SF,P,0
F112Q2012272,1664,698,N,0,1,P,54,37,54,4,WA,SF,N,0
F112Q2010872,1665,650,N,0,1,P,54,43,54,4,NC,PU,C,0
F112Q2012851,1666,701,N,0,1,P,80,18,80,4,WI,SF,P,0
F112Q2012944,1667,769,N,0,1,P,75,35,75,4,NJ,SF,N,0
F112Q2012874,1668,762,N,0,1,P,76,38,76,4,OH,SF,N,0
F112Q2012086,1669,763,N,25,1,P,90,22,90,4,MN,SF,N,0
F112Q2008407,1670,787,N,0,1,P,73,22,73,4,MD,SF,P,0
F112Q2010576,1671,729,N,0,1,P,68,14,68,5,MI,SF,N,0
F112Q2012615,1672,783,N,0,1,P,80,42,80,4,CA,SF,C,0
F112Q2011120,1673,803,N,0,1,P,77,50,73,4,IL,PU,N,0
F112Q2009021,1674,788,N,12,1,P,85,43,85,4,MA,SF,N,0
F112Q2010093,1675,702,N,0,1,P,59,37,59,4,NY,SF,C,0
F112Q2009718,1676,793,N,30,1,P,95,44,95,4,NC,SF,P,0
F112Q2012920,1677,747,N,0,1,P,80,37,80,4,IL,SF,P,0
F112Q2008103,1678,796,N,0,1,P,53,24,53,4,IL,SF,N,0
F112Q2011458,1679,785,Y,30,1,P,95,43,95,4,TN,SF,P,0
F112Q2010251,1680,810,N,25,1,P,87,35,87,4,MA,SF,P,0
F112Q2011805,1681,723,N,0,1,P,73,43,73,4,MO,PU,N,0
F112Q2009434,1682,815,N,0,1,P,80,20,80,4,IL,SF,C,0
F112Q2008807,1683,756,N,0,1,P,71,39,44,4,CA,PU,N,0
F112Q2011276,1684,796,N,0,1,P,80,24,80,4,MN,PU,P,0
F112Q2009741,1685,730,Y,12,1,P,85,41,85,5,NY,SF,P,0
F112Q2008529,1686,822,N,25,1,P,89,23,89,4,OH,SF,N,0
F112Q2010889,1687,809,N,0,1,S,66,24,66,4,FL,SF,N,0
F112Q2010439,1688,815,N,0,1,P,47,35,47,4,MA,SF,C,0
F112Q2008458,1689,689,N,0,1,P,67,39,67,4,IL,PU,P,0
F112Q2009424,1690,733,N,25,1,P,90,28,90,4,NH,SF,N,0
F112Q2010378,1691,770,N,0,1,P,80,23,80,4,MA,SF,N,0
F112Q2009261,1692,788,N,0,1,P,62,44,62,4,WI,SF,C,0
F112Q2008207,1693,724,N,0,1,P,80,27,80,4,WI,SF,P,0
F112Q2011508,1694,771,N,0,1,S,70,25,70,4,FL,PU,P,0
F112Q2009778,1695,794,N,0,1,S,58,31,58,4,SC,PU,P,0
F112Q2010255,1696,793,N,0,1,P,80,26,80,4,IL,SF,P,0
F112Q2010567,1697,813,Y,0,3,P,75,49,75,4,NJ,SF,P,0
F112Q2010100,1698,798,N,0,1,P,77,39,77,4,NH,SF,N,0
F112Q2011084,1699,762,N,30,1,P,95,38,95,4,FL,SF,P,0
F112Q2011770,1700,776,N,0,1,I,75,39,75,5,CA,SF,C,0
F112Q2008273,1701,778,N,30,1,P,95,37,95,4,KS,SF,P,0
F112Q2012142,1702,738,Y,25,1,P,90,27,90,4,CA,SF,P,0
F112Q2009592,1703,772,N,0,1,P,55,27,55,4,CA,SF,N,0
F112Q2008567,1704,770,N,0,1,P,80,13,80,4,KS,SF,P,0
F112Q2008237,1705,716,N,0,1,I,70,43,70,5,IN,SF,P,0
F112Q2009408,1706,769,N,0,1,P,69,33,69,4,OH,PU,N,0
F112Q2011590,1707,801,N,0,1,P,68,22,68,4,OH,SF,P,0
F112Q2010561,1708,769,N,30,1,P,95,44,95,4,KS,PU,P,0
F112Q2008453,1709,705,N,0,1,P,53,47,53,4,ME,SF,N,0
F112Q2008245,1710,742,N,30,1,P,93,22,93,4,AK,SF,N,0
F112Q2010059,1711,809,N,0,1,P,73,28,73,4,MD,SF,N,0
F112Q2012679,1712,788,N,0,1,S,60,20,60,4,NC,PU,P,0
F112Q2008036,1713,779,N,0,1,P,68,41,68,4,VA,SF,N,0
F112Q2008809,1714,734,N,0,1,P,76,35,76,4,TX,PU,N,0
F112Q2010274,1715,791,N,12,1,P,84,30,84,4,NJ,SF,N,0
F112Q2008264,1716,811,N,0,1,P,43,44,27,4,NY,SF,N,0
F112Q2011685,1717,735,Y,0,1,P,80,45,80,4,WI,SF,P,0
F112Q2008044,1718,721,N,0,1,P,78,34,78,4,MO,SF,N,0
F112Q2008592,1719,780,N,0,1,P,89,22,73,4,OH,SF,N,0
F112Q2012690,1720,776,N,0,1,P,65,37,65,4,NH,SF,N,0
F112Q2008767,1721,797,N,25,1,P,90,22,90,4,MA,SF,P,0
F112Q2010918,1722,810,Y,25,1,P,90,14,90,4,MI,CO,P,0
F112Q2011567,1723,638,Y,0,1,P,80,17,80,4,NC,SF,P,0
F112Q2011810,1724,725,N,0,1,P,49,45,38,4,MA,SF,C,0
F112Q2012193,1725,643,N,0,1,P,33,50,33,4,CA,SF,C,0
F112Q2009502,1726,762,N,0,1,P,48,19,48,4,OH,SF,C,0
F112Q2008378,1727,688,N,0,1,P,60,50,60,4,KS,PU,P,0
F112Q2012316,1728,786,N,0,1,P,60,47,60,4,NJ,SF,C,0
F112Q2011472,1729,738,N,0,1,I,68,36,68,5,NY,SF,N,0
F112Q2008200,1730,742,N,0,1,P,69,13,69,4,MI,SF,P,0
F112Q2008645,1731,765,N,0,1,P,38,21,38,4,KY,PU,C,0
F112Q2009556,1732,746,N,0,1,P,80,36,80,4,KS,PU,P,0
F112Q2009854,1733,735,N,30,1,P,95,31,95,4,IN,SF,N,0
F112Q2008039,1734,735,N,25,1,P,89,44,89,4,OH,SF,P,0
F112Q2012320,1735,732,Y,25,1,P,87,40,87,4,IN,PU,P,0
F112Q2012761,1736,789,N,0,1,I,54,49,54,4,CA,SF,C,0
F112Q2010825,1737,769,N,0,1,P,79,44,79,4,MO,SF,N,0
F112Q2008345,1738,786,N,0,1,S,64,29,64,4,CO,SF,N,0
F112Q2009194,1739,797,N,0,1,P,76,31,73,4,CA,PU,N,0
F112Q2008726,1740,810,N,0,1,P,80,31,80,4,IL,SF,P,0
F112Q2012062,1741,760,N,0,1,P,75,42,75,4,MD,PU,N,0
F112Q2008252,1742,811,N,0,1,P,53,44,53,4,WA,SF,N,0
F112Q2009239,1743,717,N,0,1,P,80,21,80,4,MN,SF,C,0
F112Q2011502,1744,790,N,0,1,P,76,32,76,4,OH,PU,C,0
F112Q2011957,1745,801,N,0,1,P,63,41,63,4,AZ,PU,P,0
F112Q2009405,1746,769,N,0,1,P,64,17,64,4,WI,SF,N,0
F112Q2009142,1747,792,N,0,1,P,79,36,79,4,AZ,SF,C,0
F112Q2010714,1748,749,N,0,1,P,75,36,75,4,VA,SF,P,0
F112Q2011338,1749,768,Y,0,1,P,80,41,80,4,NY,SF,P,0
F112Q2011255,1750,783,N,0,1,P,80,33,80,4,WI,SF,C,0
F112Q2010521,1751,719,Y,30,1,P,95,42,95,4,OH,SF,P,0
F112Q2010358,1752,772,Y,0,1,P,80,29,80,4,CT,SF,P,0
F112Q2011316,1753,749,Y,30,1,P,95,33,95,4,GA,SF,P,0
F112Q2008981,1754,799,N,0,1,P,80,47,80,4,CA,SF,P,0
F112Q2012136,1755,744,N,0,1,S,44,47,44,4,MA,SF,N,0
F112Q2012442,1756,652,N,0,1,P,80,23,80,5,MI,PU,P,0
F112Q2011260,1757,807,N,30,1,P,95,15,95,4,KY,SF,P,0
F112Q2010349,1758,741,N,0,1,P,80,20,80,5,VA,PU,C,0
F112Q2012767,1759,819,N,0,1,P,41,32,41,4,CA,PU,C,0
F112Q2009531,1760,690,N,30,1,P,95,33,95,4,CT,SF,P,0
F112Q2011701,1761,800,N,0,1,P,80,19,80,4,MO,SF,P,0
F112Q2010216,1762,741,N,0,1,P,76,23,76,4,IL,SF,P,0
F112Q2010985,1763,815,N,0,1,P,45,38,45,4,OH,CO,C,0
F112Q2008894,1764,771,N,0,1,P,58,40,43,4,CA,SF,N,0
F112Q2009026,1765,751,N,0,1,P,76,49,76,4,CA,PU,P,0
F112Q2008552,1766,731,N,0,1,P,73,44,73,4,AR,SF,P,0
F112Q2008976,1767,796,N,30,1,P,94,24,94,4,NC,PU,N,0
F112Q2008911,1768,821,N,0,1,P,55,38,55,4,HI,CO,N,0
F112Q2008975,1769,787,N,0,1,P,56,23,56,4,MA,SF,P,0
F112Q2012391,1770,784,N,0,1,P,55,29,55,4,CA,PU,C,0
F112Q2012886,1771,801,N,0,1,P,78,44,78,4,MA,SF,N,0
F112Q2008602,1772,792,N,0,1,P,69,26,69,4,AZ,PU,P,0
F112Q2009752,1773,801,N,0,1,P,70,27,70,4,MA,SF,N,0
F112Q2008145,1774,713,N,0,1,P,75,36,75,4,CO,SF,N,1
F112Q2011659,1775,787,N,0,1,P,54,24,54,4,NC,SF,N,0
F112Q2008262,1776,778,N,0,1,P,59,16,59,4,MT,CO,N,0
F112Q2009613,1777,807,Y,0,1,P,80,42,80,4,CA,SF,P,0
F112Q2009410,1778,816,N,0,1,P,69,23,69,4,TN,SF,N,0
F112Q2010804,1779,742,N,0,1,P,73,22,73,4,WI,SF,C,0
F112Q2010591,1780,777,N,0,1,P,49,49,49,4,MA,SF,C,0
F112Q2009384,1781,790,N,0,1,P,55,32,55,4,SC,SF,N,0
F112Q2012252,1782,767,N,30,1,P,95,43,95,4,AR,SF,N,0
F112Q2010812,1783,749,N,0,1,P,80,29,80,4,NH,SF,P,0
F112Q2010986,1784,808,Y,0,1,P,70,27,70,4,OH,SF,P,0
F112Q2011498,1785,735,N,0,1,P,80,29,75,4,OH,PU,P,0
F112Q2012730,1786,754,N,0,1,P,79,20,79,4,MA,SF,N,0
F112Q2011779,1787,806,N,0,1,P,77,29,77,4,PA,SF,C,0
F112Q2008236,1788,818,N,0,1,P,44,31,44,4,KY,SF,N,0
F112Q2009457,1789,793,N,0,1,P,77,18,64,4,MA,SF,N,0
F112Q2012636,1790,798,N,0,1,I,67,30,67,4,AK,CO,P,0
F112Q2008351,1791,770,N,25,1,P,90,24,90,4,WI,SF,P,0
F112Q2010677,1792,802,Y,0,1,P,80,22,80,4,MN,SF,P,0
F112Q2010797,1793,746,N,0,1,P,64,33,64,4,OH,SF,N,0
F112Q2012516,1794,711,N,0,1,P,85,28,85,4,CT,SF,N,0
